ID,Suhu,Humid,Hujan,NDVI,Luas Konversi,Kecamatan,Label
D26602,31.0,86,246,0.29,1814,Nibung,Sedang
D26603,31.7,82,78,0.3,1848,Nibung,Tinggi
D26604,32.3,85,99,0.36,1852,Nibung,Tinggi
D26605,32.7,85,54,0.35,1861,Nibung,Tinggi
D26606,31.9,90,264,0.35,1854,Nibung,Tinggi
D26607,30.5,91,576,0.35,1849,Nibung,Sedang
D26608,30.8,88,450,0.35,1877,Nibung,Sedang
D26609,31.8,82,30,0.31,1872,Nibung,Tinggi
D26610,31.6,85,48,0.27,1845,Nibung,Tinggi
D26611,30.5,84,93,0.31,1869,Nibung,Sedang
D26612,31.2,90,276,0.3,1837,Nibung,Sedang
D26613,30.9,89,435,0.28,1854,Nibung,Sedang
D26614,31.5,87,207,0.29,1885,Nibung,Tinggi
D26615,30.9,86,231,0.34,1816,Nibung,Sedang
D26616,30.7,90,570,0.27,1815,Nibung,Sedang
D26617,31.4,85,60,0.33,1849,Nibung,Sedang
D26618,30.0,89,192,0.31,1831,Nibung,Sedang
D26619,30.7,85,90,0.32,1887,Nibung,Sedang
D26620,30.5,85,348,0.35,1910,Nibung,Sedang
D26621,29.9,89,162,0.34,1826,Nibung,Sedang
D26622,29.8,89,171,0.26,1798,Nibung,Sedang
D26623,30.6,89,315,0.29,1863,Nibung,Sedang
D26624,30.2,87,144,0.26,1857,Nibung,Sedang
D26625,31.5,86,711,0.36,1839,Nibung,Sedang
D26626,31.3,88,351,0.27,1835,Nibung,Sedang
D26627,30.1,91,177,0.31,1850,Nibung,Sedang
D26628,31.6,87,261,0.35,1865,Nibung,Tinggi
D26629,30.7,90,585,0.32,1857,Nibung,Sedang
D26630,29.1,92,504,0.27,1867,Nibung,Sedang
D26631,31.3,91,513,0.32,1859,Nibung,Sedang
D26632,30.2,88,414,0.29,1812,Nibung,Sedang
D26633,30.7,89,375,0.33,1853,Nibung,Sedang
D26634,31.4,89,222,0.31,1874,Nibung,Sedang
D26635,31.3,89,420,0.28,1874,Nibung,Sedang
D26636,31.2,91,354,0.32,1835,Nibung,Sedang
D26637,30.9,88,120,0.32,1933,Nibung,Sedang
D26638,31.8,83,15,0.25,1960,Nibung,Tinggi
D26639,30.7,89,141,0.28,1903,Nibung,Sedang
D26640,31.3,88,255,0.33,1910,Nibung,Sedang
D26641,32.5,83,165,0.33,1961,Nibung,Tinggi
D26642,31.8,81,36,0.32,1907,Nibung,Tinggi
D26643,32.6,80,45,0.35,1896,Nibung,Tinggi
D26644,31.1,85,63,0.35,1936,Nibung,Sedang
D26645,31.3,87,228,0.33,1965,Nibung,Sedang
D26646,31.2,91,339,0.27,1961,Nibung,Sedang
D26647,32.3,86,87,0.31,1939,Nibung,Tinggi
D26648,30.3,89,465,0.35,1992,Nibung,Sedang
D26649,30.2,89,726,0.29,1897,Nibung,Sedang
D26650,30.3,87,165,0.27,1909,Nibung,Sedang
D26651,31.4,83,90,0.31,1935,Nibung,Sedang
D26652,31.0,89,342,0.28,1934,Nibung,Sedang
D26653,31.3,90,312,0.3,1948,Nibung,Sedang
D26654,31.2,89,285,0.28,1924,Nibung,Sedang
D26655,31.3,90,417,0.29,1949,Nibung,Sedang
D26656,30.9,90,264,0.34,1855,Nibung,Sedang
D26657,30.3,89,267,0.34,2009,Nibung,Sedang
D26658,30.0,90,510,0.3,1886,Nibung,Sedang
D26659,32.5,86,276,0.27,1881,Nibung,Tinggi
D26660,32.2,89,1305,0.29,2012,Nibung,Tinggi
D26661,32.0,88,84,0.3,1927,Nibung,Tinggi
D26662,31.2,88,567,0.26,1934,Nibung,Sedang
D26663,32.0,89,336,0.28,1922,Nibung,Tinggi
D26664,31.8,91,462,0.27,1929,Nibung,Tinggi
D26665,30.7,89,141,0.3,1937,Nibung,Sedang
D26666,30.6,80,0,0.3,1917,Nibung,Sedang
D26667,31.3,83,117,0.33,1928,Nibung,Sedang
D26668,31.0,86,216,0.32,1923,Nibung,Sedang
D26669,31.8,87,513,0.31,1927,Nibung,Tinggi
D26670,31.0,85,159,0.28,1931,Nibung,Sedang
D26671,31.6,82,21,0.29,1933,Nibung,Tinggi
D26672,32.0,79,6,0.29,1917,Nibung,Tinggi
D26673,31.4,82,54,0.25,1968,Nibung,Sedang
D26674,30.5,89,459,0.26,1946,Nibung,Sedang
D26675,30.5,84,237,0.3,1969,Nibung,Sedang
D26676,32.6,78,0,0.26,1953,Nibung,Tinggi
D26677,32.6,85,33,0.32,1956,Nibung,Tinggi
D26678,32.8,82,93,0.27,1940,Nibung,Tinggi
D26679,31.6,84,324,0.34,1859,Nibung,Tinggi
D26680,30.8,91,1011,0.27,1949,Nibung,Sedang
D26681,31.3,90,288,0.26,1899,Nibung,Sedang
D26682,32.0,88,201,0.34,1900,Nibung,Tinggi
D26683,31.4,92,240,0.35,1962,Nibung,Sedang
D26684,31.5,88,600,0.25,1918,Nibung,Tinggi
D26685,31.5,86,525,0.34,1918,Nibung,Sedang
D26686,30.5,86,177,0.29,1922,Nibung,Sedang
D26687,31.5,87,207,0.3,1940,Nibung,Tinggi
D26688,31.2,87,114,0.31,1927,Nibung,Sedang
D26689,30.4,86,168,0.35,1966,Nibung,Sedang
D26690,30.8,82,51,0.31,1988,Nibung,Sedang
D26691,31.0,82,72,0.3,1826,Nibung,Sedang
D26692,31.4,87,156,0.32,1940,Nibung,Sedang
D26693,32.2,82,30,0.27,1977,Nibung,Tinggi
D26694,32.9,78,18,0.3,1937,Nibung,Tinggi
D26695,32.8,81,48,0.33,1944,Nibung,Tinggi
D26696,31.1,88,336,0.31,1901,Nibung,Sedang
D26697,32.1,83,21,0.27,1951,Nibung,Tinggi
D26698,33.5,79,9,0.27,1931,Nibung,Tinggi
D26699,32.6,81,78,0.31,1920,Nibung,Tinggi
D26700,32.6,89,399,0.27,1941,Nibung,Tinggi
D26701,32.1,87,237,0.32,1922,Nibung,Tinggi
D26702,33.1,84,297,0.26,1950,Nibung,Tinggi
D26703,31.0,87,243,0.32,2010,Nibung,Sedang
D26704,31.2,88,222,0.35,1925,Nibung,Sedang
D26705,31.2,84,129,0.34,1988,Nibung,Sedang
D26706,34.1,81,15,0.28,1954,Nibung,Tinggi
D26707,32.3,84,225,0.33,1914,Nibung,Tinggi
D26708,32.2,88,459,0.34,1967,Nibung,Tinggi
D26709,32.5,85,183,0.28,1955,Nibung,Tinggi
D26710,32.3,87,279,0.29,1990,Nibung,Tinggi
D26711,33.0,82,51,0.34,1899,Nibung,Tinggi
D26712,32.6,86,459,0.28,1884,Nibung,Tinggi
D26713,31.3,89,297,0.32,1918,Nibung,Sedang
D26714,31.9,90,549,0.26,1912,Nibung,Tinggi
D26715,31.2,91,444,0.26,1976,Nibung,Sedang
D26716,30.9,90,222,0.27,1918,Nibung,Sedang
D26717,30.4,90,336,0.3,1947,Nibung,Sedang
D26718,30.1,89,363,0.33,1940,Nibung,Sedang
D26719,29.7,92,651,0.31,1921,Nibung,Sedang
D26720,31.8,88,939,0.27,1930,Nibung,Tinggi
D26721,32.7,87,435,0.32,1948,Nibung,Tinggi
D26722,31.0,88,906,0.31,1916,Nibung,Sedang
D26723,31.5,87,582,0.34,1953,Nibung,Tinggi
D26724,30.9,86,270,0.32,1932,Nibung,Sedang
D26725,31.3,89,612,0.34,1902,Nibung,Sedang
D26726,32.3,89,513,0.34,1948,Nibung,Tinggi
D26727,31.6,91,213,0.29,1927,Nibung,Tinggi
D26728,31.1,89,117,0.34,1980,Nibung,Sedang
D26729,32.0,90,717,0.3,1942,Nibung,Tinggi
D26730,31.3,89,471,0.31,1979,Nibung,Sedang
D26731,32.0,88,669,0.34,1969,Nibung,Tinggi
D26732,30.6,89,741,0.28,1956,Nibung,Sedang
D26733,29.8,92,888,0.32,1930,Nibung,Sedang
D26734,30.4,89,180,0.28,1858,Nibung,Sedang
D26735,32.6,85,330,0.26,1951,Nibung,Tinggi
D26736,31.1,90,150,0.29,1947,Nibung,Sedang
D26737,31.1,89,264,0.35,1999,Nibung,Sedang
D26738,31.2,90,390,0.29,1926,Nibung,Sedang
D26739,31.2,90,228,0.29,1934,Nibung,Sedang
D26740,32.0,88,231,0.32,1942,Nibung,Tinggi
D26741,30.5,88,927,0.27,1953,Nibung,Sedang
D26742,30.0,91,681,0.28,1954,Nibung,Sedang
D26743,30.1,90,579,0.3,1932,Nibung,Sedang
D26744,31.3,88,234,0.28,1827,Nibung,Sedang
D26745,32.1,88,513,0.28,1917,Nibung,Tinggi
D26746,31.7,90,180,0.34,1884,Nibung,Tinggi
D26747,31.4,90,123,0.29,1964,Nibung,Sedang
D26748,31.8,86,285,0.27,1930,Nibung,Tinggi
D26749,31.3,87,414,0.27,1957,Nibung,Sedang
D26750,30.7,88,312,0.27,1965,Nibung,Sedang
D26751,31.8,90,318,0.25,1898,Nibung,Tinggi
D26752,31.2,88,408,0.35,1919,Nibung,Sedang
D26753,31.4,88,375,0.31,1950,Nibung,Sedang
D26754,31.6,88,177,0.33,1907,Nibung,Tinggi
D26755,31.5,92,615,0.29,1966,Nibung,Tinggi
D26756,30.8,87,867,0.27,1875,Nibung,Sedang
D26757,30.2,92,693,0.31,1880,Nibung,Sedang
D26758,31.2,90,549,0.32,1954,Nibung,Sedang
D26759,30.2,92,384,0.33,2028,Nibung,Sedang
D26760,31.8,92,288,0.3,1922,Nibung,Tinggi
D26761,33.0,87,291,0.29,1992,Nibung,Tinggi
D26762,30.9,90,168,0.31,1932,Nibung,Sedang
D26763,32.5,91,264,0.35,1931,Nibung,Tinggi
D26764,32.1,91,270,0.31,1927,Nibung,Tinggi
D26765,29.9,93,519,0.33,1971,Nibung,Sedang
D26766,31.2,88,66,0.29,1915,Nibung,Sedang
D26767,32.0,87,33,0.3,1921,Nibung,Tinggi
D26768,32.3,85,141,0.32,1931,Nibung,Tinggi
D26769,32.8,88,345,0.26,1933,Nibung,Tinggi
D26770,31.9,93,576,0.31,1943,Nibung,Tinggi
D26771,32.1,92,591,0.29,1929,Nibung,Tinggi
D26772,31.2,89,138,0.34,1940,Nibung,Sedang
D26773,32.0,90,174,0.32,1919,Nibung,Tinggi
D26774,32.4,91,684,0.35,1934,Nibung,Tinggi
D26775,32.5,87,843,0.32,1930,Nibung,Tinggi
D26776,32.2,85,27,0.26,1940,Nibung,Tinggi
D26777,30.0,92,921,0.34,1876,Nibung,Sedang
D26778,31.3,87,3,0.32,1973,Nibung,Sedang
D26779,30.9,90,240,0.32,1957,Nibung,Sedang
D26780,32.3,88,24,0.3,1926,Nibung,Tinggi
D26781,33.3,87,132,0.34,1966,Nibung,Tinggi
D26782,32.3,90,483,0.27,1903,Nibung,Tinggi
D26783,32.4,88,213,0.26,1940,Nibung,Tinggi
D26784,31.0,93,216,0.3,1941,Nibung,Sedang
D26785,31.3,88,18,0.35,1934,Nibung,Sedang
D26786,31.2,90,291,0.28,1960,Nibung,Sedang
D26787,32.2,90,510,0.26,1909,Nibung,Tinggi
D26788,31.2,87,282,0.32,1997,Nibung,Sedang
D26789,31.5,90,162,0.32,1936,Nibung,Tinggi
D26790,32.0,88,342,0.26,1914,Nibung,Tinggi
D26791,30.6,91,444,0.26,1905,Nibung,Sedang
D26792,29.9,92,534,0.34,1937,Nibung,Sedang
D26793,31.8,88,30,0.31,1933,Nibung,Tinggi
D26794,31.5,82,9,0.35,1890,Nibung,Sedang
D26795,31.4,89,120,0.32,1916,Nibung,Sedang
D26796,31.4,89,390,0.34,1902,Nibung,Sedang
D26797,31.6,85,165,0.27,1959,Nibung,Tinggi
D26798,31.2,88,285,0.34,1956,Nibung,Sedang
D26799,30.6,91,246,0.29,1953,Nibung,Sedang
D26800,31.1,88,183,0.28,1971,Nibung,Sedang
D26801,31.8,87,144,0.31,1901,Nibung,Tinggi
D26802,32.2,83,0,0.25,1943,Nibung,Tinggi
D26803,32.4,82,3,0.33,1942,Nibung,Tinggi
D26804,31.1,91,576,0.35,1953,Nibung,Sedang
D26805,31.1,91,612,0.29,1867,Nibung,Sedang
D26806,31.0,89,525,0.34,1922,Nibung,Sedang
D26807,31.2,91,285,0.25,1914,Nibung,Sedang
D26808,32.5,88,177,0.25,2001,Nibung,Tinggi
D26809,31.9,88,39,0.3,1937,Nibung,Tinggi
D26810,30.3,91,189,0.32,1915,Nibung,Sedang
D26811,30.8,91,510,0.32,1898,Nibung,Sedang
D26812,29.8,91,87,0.29,1966,Nibung,Sedang
D26813,31.9,86,9,0.3,1960,Nibung,Tinggi
D26814,31.1,86,33,0.28,1996,Nibung,Sedang
D26815,31.2,90,396,0.28,1900,Nibung,Sedang
D26816,30.3,89,72,0.26,1943,Nibung,Sedang
D26817,31.6,85,3,0.33,1962,Nibung,Tinggi
D26818,31.0,83,3,0.32,1938,Nibung,Sedang
D26819,31.5,85,18,0.3,1899,Nibung,Tinggi
D26820,30.6,90,237,0.33,1932,Nibung,Sedang
D26821,32.2,84,6,0.26,1979,Nibung,Tinggi
D26822,30.9,89,354,0.35,1921,Nibung,Sedang
D26823,31.6,87,171,0.26,1929,Nibung,Tinggi
D26824,31.3,88,291,0.27,1963,Nibung,Sedang
D26825,31.0,90,330,0.26,1935,Nibung,Sedang
D26826,31.2,91,390,0.32,1972,Nibung,Sedang
D26827,29.7,90,249,0.33,1952,Nibung,Sedang
D26828,31.0,85,15,0.32,1906,Nibung,Sedang
D26829,30.6,90,213,0.26,1943,Nibung,Sedang
D26830,31.1,90,219,0.34,1909,Nibung,Sedang
D26831,29.6,92,408,0.33,1968,Nibung,Sedang
D26832,30.2,89,120,0.28,1926,Nibung,Sedang
D26833,30.0,88,105,0.33,1951,Nibung,Sedang
D26834,31.8,92,354,0.26,1980,Nibung,Tinggi
D26835,30.1,89,339,0.34,1928,Nibung,Sedang
D26836,31.3,87,93,0.29,1975,Nibung,Sedang
D26837,30.8,90,285,0.25,1903,Nibung,Sedang
D26838,30.0,91,312,0.26,1932,Nibung,Sedang
D26839,30.2,90,210,0.35,1870,Nibung,Sedang
D26840,30.1,90,363,0.34,1911,Nibung,Sedang
D26841,30.5,87,270,0.31,1916,Nibung,Sedang
D26842,30.8,91,243,0.31,1941,Nibung,Sedang
D26843,30.4,88,93,0.27,1935,Nibung,Sedang
D26844,31.5,84,54,0.35,1943,Nibung,Sedang
D26845,32.0,81,0,0.27,1910,Nibung,Tinggi
D26846,30.3,84,0,0.26,1930,Nibung,Sedang
D26847,31.4,80,0,0.3,1925,Nibung,Sedang
D26848,31.4,81,6,0.33,1864,Nibung,Sedang
D26849,30.8,81,12,0.29,1942,Nibung,Sedang
D26850,32.2,78,15,0.29,1894,Nibung,Tinggi
D26851,31.4,79,0,0.3,1929,Nibung,Sedang
D26852,32.5,80,15,0.27,1977,Nibung,Tinggi
D26853,31.1,89,300,0.3,1944,Nibung,Sedang
D26854,30.8,88,33,0.31,1955,Nibung,Sedang
D26855,31.3,85,12,0.3,1956,Nibung,Sedang
D26856,32.8,84,24,0.27,1931,Nibung,Tinggi
D26857,33.0,83,15,0.29,1937,Nibung,Tinggi
D26858,32.9,89,111,0.3,1963,Nibung,Tinggi
D26859,32.5,88,171,0.3,1932,Nibung,Tinggi
D26860,32.4,86,102,0.3,1952,Nibung,Tinggi
D26861,32.0,81,204,0.3,1948,Nibung,Tinggi
D26862,32.2,86,129,0.33,1981,Nibung,Tinggi
D26863,30.4,88,624,0.34,1912,Nibung,Sedang
D26864,31.8,86,114,0.32,1900,Nibung,Tinggi
D26865,31.6,90,183,0.26,1931,Nibung,Tinggi
D26866,31.9,89,189,0.27,1916,Nibung,Tinggi
D26867,30.4,86,9,0.3,1944,Nibung,Sedang
D26868,32.2,82,6,0.32,1966,Nibung,Tinggi
D26869,31.4,80,21,0.26,1913,Nibung,Sedang
D26870,31.3,79,15,0.26,1941,Nibung,Sedang
D26871,33.2,79,0,0.25,1922,Nibung,Tinggi
D26872,31.2,82,84,0.3,1937,Nibung,Sedang
D26873,31.5,82,9,0.26,1948,Nibung,Tinggi
D26874,32.4,80,9,0.3,1966,Nibung,Tinggi
D26875,31.3,79,6,0.33,1895,Nibung,Sedang
D26876,32.3,78,3,0.3,1942,Nibung,Tinggi
D26877,31.8,74,0,0.35,1926,Nibung,Tinggi
D26878,31.9,77,39,0.27,1944,Nibung,Tinggi
D26879,32.4,85,108,0.27,1932,Nibung,Tinggi
D26880,31.8,81,42,0.34,1920,Nibung,Tinggi
D26881,32.8,76,12,0.3,1941,Nibung,Tinggi
D26882,33.3,75,27,0.32,1922,Nibung,Tinggi
D26883,30.2,90,1176,0.31,1933,Nibung,Sedang
D26884,31.1,87,69,0.29,1899,Nibung,Sedang
D26885,31.0,83,147,0.31,1957,Nibung,Sedang
D26886,32.4,80,3,0.27,2004,Nibung,Tinggi
D26887,31.8,78,6,0.32,1947,Nibung,Tinggi
D26888,31.7,79,9,0.32,1932,Nibung,Tinggi
D26889,32.2,82,108,0.27,1946,Nibung,Tinggi
D26890,30.9,91,300,0.26,1936,Nibung,Sedang
D26891,31.7,87,78,0.33,1931,Nibung,Tinggi
D26892,31.3,78,45,0.27,1980,Nibung,Sedang
D26893,31.8,82,93,0.26,1931,Nibung,Tinggi
D26894,31.7,89,252,0.35,1934,Nibung,Tinggi
D26895,30.6,88,192,0.27,1967,Nibung,Sedang
D26896,31.1,85,33,0.33,1959,Nibung,Sedang
D26897,31.6,87,201,0.3,1981,Nibung,Tinggi
D26898,32.1,81,129,0.33,1945,Nibung,Tinggi
D26899,31.9,79,105,0.26,1932,Nibung,Tinggi
D26900,30.3,91,795,0.34,1917,Nibung,Sedang
D26901,30.4,93,738,0.34,1953,Nibung,Sedang
D26902,30.8,83,72,0.3,1969,Nibung,Sedang
D26903,30.9,87,192,0.25,1979,Nibung,Sedang
D26904,32.1,85,42,0.33,1969,Nibung,Tinggi
D26905,30.7,87,528,0.35,1912,Nibung,Sedang
D26906,30.5,87,216,0.35,1920,Nibung,Sedang
D26907,29.1,87,111,0.29,1940,Nibung,Sedang
D26908,30.9,85,192,0.3,2037,Nibung,Sedang
D26909,31.6,82,12,0.33,1951,Nibung,Tinggi
D26910,32.2,84,336,0.35,1961,Nibung,Tinggi
D26911,31.0,90,900,0.35,1951,Nibung,Sedang
D26912,30.4,85,474,0.31,1943,Nibung,Sedang
D26913,30.9,82,0,0.29,1939,Nibung,Sedang
D26914,31.4,79,0,0.26,1909,Nibung,Sedang
D26915,31.8,79,33,0.29,1987,Nibung,Tinggi
D26916,32.3,87,63,0.28,1935,Nibung,Tinggi
D26917,31.4,89,246,0.29,1920,Nibung,Sedang
D26918,30.2,93,291,0.32,1920,Nibung,Sedang
D26919,29.9,88,168,0.31,1982,Nibung,Sedang
D26920,30.1,87,177,0.27,1908,Nibung,Sedang
D26921,31.5,90,108,0.29,1938,Nibung,Sedang
D26922,29.9,92,144,0.26,1928,Nibung,Sedang
D26923,31.8,81,0,0.29,1964,Nibung,Tinggi
D26924,31.6,82,33,0.29,1931,Nibung,Tinggi
D26925,31.9,86,84,0.3,1968,Nibung,Tinggi
D26926,33.4,82,6,0.29,1885,Nibung,Tinggi
D26927,33.3,82,120,0.35,1960,Nibung,Tinggi
D26928,30.9,89,684,0.29,1894,Nibung,Sedang
D26929,31.5,87,378,0.35,1944,Nibung,Tinggi
D26930,30.9,86,360,0.26,1921,Nibung,Sedang
D26931,31.3,85,165,0.32,1920,Nibung,Sedang
D26932,30.0,90,84,0.31,1966,Nibung,Sedang
D26933,30.5,87,3,0.34,1895,Nibung,Sedang
D26934,30.2,90,36,0.27,1908,Nibung,Sedang
D26935,31.9,87,12,0.25,1952,Nibung,Tinggi
D26936,30.9,86,15,0.32,1951,Nibung,Sedang
D26937,31.6,83,12,0.3,1967,Nibung,Tinggi
D26938,32.3,86,6,0.33,1936,Nibung,Tinggi
D26939,31.9,86,384,0.32,1976,Nibung,Tinggi
D26940,30.1,88,408,0.33,1921,Nibung,Sedang
D26941,32.0,89,384,0.34,1890,Nibung,Tinggi
D26942,29.7,89,81,0.28,1867,Nibung,Sedang
D26943,32.1,85,102,0.28,1962,Nibung,Tinggi
D26944,30.6,86,147,0.27,1923,Nibung,Sedang
D26945,31.5,86,18,0.3,1936,Nibung,Sedang
D26946,31.0,92,372,0.29,1944,Nibung,Sedang
D26947,31.1,88,57,0.33,1952,Nibung,Sedang
D26948,31.9,89,492,0.33,1927,Nibung,Tinggi
D26949,31.5,91,366,0.26,1912,Nibung,Sedang
D26950,30.9,88,681,0.33,1947,Nibung,Sedang
D26951,30.3,89,846,0.29,1890,Nibung,Sedang
D26952,32.0,79,0,0.27,1955,Nibung,Tinggi
D26953,32.0,76,0,0.3,1981,Nibung,Tinggi
D26954,32.9,85,117,0.3,1900,Nibung,Tinggi
D26955,31.7,88,195,0.31,1972,Nibung,Tinggi
D26956,32.4,88,804,0.3,1939,Nibung,Tinggi
D26957,31.7,90,1050,0.25,1956,Nibung,Tinggi
D26958,30.5,88,75,0.31,1916,Nibung,Sedang
D26959,32.4,86,87,0.26,1944,Nibung,Tinggi
D26960,30.8,88,861,0.34,1932,Nibung,Sedang
D26961,30.8,88,240,0.28,1985,Nibung,Sedang
D26962,30.2,90,483,0.25,1872,Nibung,Sedang
D26963,30.1,88,276,0.26,1927,Nibung,Sedang
D26964,31.7,86,594,0.34,1933,Nibung,Tinggi
D26965,32.4,83,81,0.26,1864,Nibung,Tinggi
D26966,32.1,82,72,0.3,1925,Nibung,Tinggi
D26967,30.4,87,198,0.31,1913,Nibung,Sedang
D26968,31.0,87,387,0.29,1913,Nibung,Sedang
D26969,31.3,89,69,0.31,1955,Nibung,Sedang
D26970,29.9,86,99,0.34,1927,Nibung,Sedang
D26971,31.3,82,6,0.33,1959,Nibung,Sedang
D26972,31.6,80,3,0.26,1977,Nibung,Tinggi
D26973,32.9,80,36,0.29,1952,Nibung,Tinggi
D26974,32.3,81,33,0.28,1955,Nibung,Tinggi
D26975,32.4,79,21,0.25,1894,Nibung,Tinggi
D26976,32.8,80,21,0.3,1968,Nibung,Tinggi
D26977,32.0,87,174,0.28,1923,Nibung,Tinggi
D26978,31.7,87,144,0.35,1899,Nibung,Tinggi
D26979,32.4,84,633,0.34,1950,Nibung,Tinggi
D26980,31.8,88,90,0.31,1964,Nibung,Tinggi
D26981,32.5,87,111,0.33,1944,Nibung,Tinggi
D26982,32.7,82,6,0.27,1932,Nibung,Tinggi
D26983,32.4,82,9,0.34,1944,Nibung,Tinggi
D26984,30.9,81,0,0.35,1887,Nibung,Sedang
D26985,30.6,86,252,0.31,1954,Nibung,Sedang
D26986,31.4,84,93,0.32,1900,Nibung,Sedang
D26987,30.1,87,267,0.31,1961,Nibung,Sedang
D26988,30.5,85,249,0.27,1996,Nibung,Sedang
D26989,31.4,86,75,0.26,1951,Nibung,Sedang
D26990,31.3,90,417,0.25,1971,Nibung,Sedang
D26991,30.7,84,84,0.34,1924,Nibung,Sedang
D26992,32.2,82,48,0.25,1957,Nibung,Tinggi
D26993,30.9,84,231,0.28,1883,Nibung,Sedang
D26994,31.4,87,597,0.35,1884,Nibung,Sedang
D26995,31.0,92,264,0.33,1868,Nibung,Sedang
D26996,31.5,85,21,0.31,1924,Nibung,Sedang
D26997,30.9,87,210,0.34,1993,Nibung,Sedang
D26998,31.0,85,420,0.3,1927,Nibung,Sedang
D26999,30.6,92,771,0.31,1930,Nibung,Sedang
D27000,29.6,93,294,0.26,1950,Nibung,Sedang
D27001,29.8,91,498,0.34,1954,Nibung,Sedang
D27002,30.2,93,267,0.27,1945,Nibung,Sedang
D27003,30.4,86,87,0.31,2010,Nibung,Sedang
D27004,31.2,85,180,0.26,2006,Nibung,Sedang
D27005,30.4,87,234,0.34,1988,Nibung,Sedang
D27006,30.7,83,69,0.32,1984,Nibung,Sedang
D27007,30.7,82,75,0.32,2007,Nibung,Sedang
D27008,31.6,88,540,0.25,2058,Nibung,Tinggi
D27009,32.4,83,87,0.26,1994,Nibung,Tinggi
D27010,31.7,83,69,0.3,1987,Nibung,Tinggi
D27011,29.7,93,933,0.31,2015,Nibung,Sedang
D27012,29.5,90,144,0.29,2057,Nibung,Sedang
D27013,30.3,85,222,0.3,1994,Nibung,Sedang
D27014,30.0,91,864,0.24,1980,Nibung,Sedang
D27015,28.5,89,363,0.33,2016,Nibung,Sedang
D27016,29.1,91,381,0.31,2012,Nibung,Sedang
D27017,30.9,83,45,0.28,2068,Nibung,Sedang
D27018,31.7,84,114,0.25,2011,Nibung,Tinggi
D27019,29.6,90,636,0.33,2041,Nibung,Sedang
D27020,28.7,90,792,0.25,2015,Nibung,Sedang
D27021,31.1,82,6,0.24,2006,Nibung,Sedang
D27022,30.1,81,33,0.34,1996,Nibung,Sedang
D27023,32.0,83,39,0.24,2053,Nibung,Tinggi
D27024,31.5,84,6,0.25,2024,Nibung,Tinggi
D27025,31.5,89,459,0.24,2067,Nibung,Sedang
D27026,31.5,88,267,0.25,1998,Nibung,Tinggi
D27027,31.2,89,570,0.24,2037,Nibung,Sedang
D27028,28.7,92,543,0.29,1985,Nibung,Sedang
D27029,30.4,88,72,0.25,2007,Nibung,Sedang
D27030,29.6,91,195,0.25,2047,Nibung,Sedang
D27031,30.9,87,159,0.34,2033,Nibung,Sedang
D27032,29.6,86,60,0.26,1957,Nibung,Sedang
D27033,30.1,83,576,0.25,1988,Nibung,Sedang
D27034,30.5,87,612,0.33,2050,Nibung,Sedang
D27035,30.2,87,582,0.24,1976,Nibung,Sedang
D27036,31.7,86,162,0.27,2020,Nibung,Tinggi
D27037,30.7,86,108,0.26,2001,Nibung,Sedang
D27038,32.1,82,21,0.3,1958,Nibung,Tinggi
D27039,31.3,80,45,0.31,2016,Nibung,Sedang
D27040,31.2,89,309,0.29,2025,Nibung,Sedang
D27041,31.2,83,27,0.27,2022,Nibung,Sedang
D27042,32.9,84,48,0.32,1986,Nibung,Tinggi
D27043,31.7,88,429,0.33,2007,Nibung,Tinggi
D27044,31.3,89,222,0.3,2021,Nibung,Sedang
D27045,29.6,89,333,0.25,2060,Nibung,Sedang
D27046,30.5,89,264,0.25,1981,Nibung,Sedang
D27047,29.6,90,501,0.32,2021,Nibung,Sedang
D27048,30.8,89,282,0.3,2019,Nibung,Sedang
D27049,30.0,87,222,0.31,2013,Nibung,Sedang
D27050,29.9,89,114,0.31,1982,Nibung,Sedang
D27051,30.4,86,147,0.27,2076,Nibung,Sedang
D27052,29.7,80,12,0.33,1995,Nibung,Sedang
D27053,30.2,79,21,0.31,2038,Nibung,Sedang
D27054,30.8,86,117,0.26,2016,Nibung,Sedang
D27055,31.5,87,645,0.27,1969,Nibung,Tinggi
D27056,29.9,89,384,0.34,2074,Nibung,Sedang
D27057,31.6,84,426,0.26,2046,Nibung,Tinggi
D27058,30.5,84,90,0.3,1948,Nibung,Sedang
D27059,31.1,83,84,0.25,2007,Nibung,Sedang
D27060,32.4,81,3,0.31,2062,Nibung,Tinggi
D27061,31.9,85,111,0.27,1951,Nibung,Tinggi
D27062,30.3,88,234,0.3,2029,Nibung,Sedang
D27063,30.0,89,702,0.27,2059,Nibung,Sedang
D27064,30.8,87,210,0.31,1981,Nibung,Sedang
D27065,30.7,83,114,0.27,2033,Nibung,Sedang
D27066,31.3,87,261,0.25,1984,Nibung,Sedang
D27067,30.6,90,678,0.28,2022,Nibung,Sedang
D27068,29.5,93,1710,0.26,1997,Nibung,Sedang
D27069,32.1,82,0,0.3,1986,Nibung,Tinggi
D27070,31.4,87,147,0.3,2000,Nibung,Sedang
D27071,31.0,82,24,0.3,2000,Nibung,Sedang
D27072,31.8,86,639,0.27,2009,Nibung,Tinggi
D27073,30.7,90,675,0.31,2002,Nibung,Sedang
D27074,31.3,87,441,0.28,2037,Nibung,Sedang
D27075,31.2,88,327,0.25,2017,Nibung,Sedang
